B2094753DB6EA7FD429D,兴隆老榕树酒店,万宁兴隆温泉大道,113.6476869,23.6232423,0898,四星级宾馆,0,0
B2094753D369A6FA499F,大润发(宜欣店),龙华区明珠路8号宜欣商业广场B1楼,113.37505,31.73548,0898,便民商店/便利店,0,0
B2094753D36AA1F9409F,宜欣购物公园,null,113.37505,31.73548,0898,商场,10,2
B2094757D46AA7FA489E,亨美乐 府城庭苑店,琼山区府城文庄路区政府招待所1楼,113.27397,23.14109,0898,快餐厅,0,0
B2094757D464A5F8429A,一品轩,金贸西路富丽花园金三角111号近宾贸路近菩提花园,112.7812235,23.0786039,0898,广东菜,0,0
B2094757D769A0F44692,抱罗粉,新民路新建路拐角近新建路近新建社区阅览室,114.4098877,23.0872711,0899,餐饮美食,0,0
B2094757D769A1FD4292,肯德基 宜欣广场店,龙华区明珠路8号宜欣广场(近置地花园),113.37505,31.73548,0898,快餐厅,40,7
B2094753D36AA0FC449D,银龙电影城(明珠店),龙华区明珠路8号宜欣商业广场5楼(近置地花园),113.37505,31.73548,0898,电影院,0,0
B2094753DB6EA7FD4392,保亭七仙岭雨林仙境温泉度假酒店,三亚七仙岭国家森林公园温泉旅游区壹号,119.7493374,31.5489989,0899,三星级宾馆,0,0
B2094757D76AA2FE449F,綦江春兰北渡鱼,海德路昌茂花园锦绣大厦2号近南沙路近茂花园锦绣大厦,111.7394592,28.9339744,0898,四川菜,0,0
B2094757D768A2FF409D,重庆一见香老鸭汤,美兰区海甸岛三东路32号金谷公寓2楼(银谷苑对面),101.50917,26.89329,0898,四川菜,0,0
B2094757D76FABF44599,海岸线西餐厅,三亚旅游区兰海三期食街近内环路近广州站,113.25662,23.1489,0899,西餐厅,15,7
B2094757D769A2FC449F,养和堂邓老凉茶,海甸岛二东路19号宏海大厦首层近海达路近安置小区,107.2461644,32.9145506,0898,茶艺馆,0,0
B2094753DB6DA6FD4799,三亚美丽春天温泉度假酒店,三亚三亚湾度假区凤凰大道,110.5193303,30.6122452,0899,五星级宾馆,0,0
B2094757D769A2F44893,天籁咖啡,美兰区长堤路68号,113.36659,22.52388,0898,其他,0,0
B2094757D76BA0F4449B,六妙茶苑,大东海广场海天酒店右侧7号店近美玉珍珠,114.207581,22.332621,0899,茶艺馆,0,0
B2094757D768A0F5499A,雪茄吧,海滨度假区君澜度假酒店1楼,114.177987,22.321702,0899,酒吧,0,0
B2094751D36CA6F9429A,银泰酒店自助餐,三亚旅游区大东海旅游度假区海花路88号银泰度假酒店1楼,114.178,22.3217,0899,自助,0,0
B2094753DB6EA4FE4393,三亚雍和国际青年旅舍(家庭旅馆),三亚大东海下洋田大真岭巷7号,114.207581,22.332621,0899,旅馆招待所,0,0
B2094753DB6EA7F5449D,三亚蓝天国际青年旅舍,三亚河东区大东海海韵路蓝海巷1号,114.177987,22.321702,0899,旅馆招待所,0,0
B2094757D768A2F9479B,英协豫园,金鸡岭路风华海月小区1号商铺近亚皆老街近南海花园,114.177987,22.321702,0899,中餐厅,0,0
B2094753DB6EA0F4429C,三亚悦海八号·雅居客舍,三亚河东区大东海悦海巷8号,114.052128,22.341805,0899,旅馆招待所,0,0
B2094753DB6EA0F4419F,文昌凤凰城大酒店,文昌庆龄路8号,114.052128,22.341805,0898,三星级宾馆,0,0
B2094757D764A0FC4692,玖龙鱼头,国贸大道18号美源商业广场5号楼近通州街近国贸大厦,114.150249,22.335219,0898,中餐厅,0,0
B209475DD768A1FC459F,龙辉花园小区,文昌市锦山镇榜春坡,110.698929,19.994644,0898,住宅区,0,0
B2094751D36BAAF5489B,东寨港红树林保护区,位于琼山区东北部的东寨港,110.579385,19.948086,0898,一般景点,134,106
B2094757D76EA1FC459F,曲口海鲜第一家,美兰区演丰镇曲口墟第一宫侧,110.58906,19.98351,0898,海鲜酒楼,50,21
B2094757D76EAAFA4092,街饮 海经贸学院分店,桂林洋农场海经贸学院1栋8号商铺,110.493913,20.02177,0898,甜品店,0,0
B2094751DB69A4F8489F,圆中圆火锅店,美兰区大学城学院路校级二号路(海南师范大学对面),110.5684,19.92584,0898,火锅店,0,0
B2094751DB69A4F84792,英子火锅店,美兰区桂林洋高校区疏导点24号铺,110.51941,19.97856,0898,火锅店,0,0
B2094752DA68A4F94693,海南师范大学化学与化工学院,海南省 海口市 海南省海口市美兰区海南师范大学桂林洋校区,110.509844,19.988348,0898,未知分类,5,0
B2094753D265A7F8429C,迴雁阁,美苑路西侧晋江花园8号一,二楼,110.59099,19.92149,0898,湖南菜,0,0
B2094753D068ABF8439D,东北小亮发型工作室,美兰区五西路万恒城市花园2号商铺,110.59112,19.92217,0898,美容美发店,0,0
B2094753DB64A1F84699,海南海口美兰国际机场新国际航站楼,海南省 海口市 海口美兰机场,110.461471,19.941751,0898,未知分类,8,2
B209475CD36EA5FD419F,黄记五香羊肉店,博爱路(近西门门口),110.50084,19.93663,0898,火锅店,0,0
B209475CD36DABF94793,名人泰国鱼翅餐厅,机场西路6号,110.44995,19.93999,0898,其他亚洲菜,1,1
B209475CD06DA0F9409C,川香嘻哈串吧,五西路海港花园(近金海岸酒店),110.59115,19.92198,0898,四川菜,0,0
B209475DD268AAFB469A,海南师范大学蔡正聪化学楼,海南省 海口市 海口市桂林洋高校区校际一号路,110.51509,19.984336,0898,未知分类,6,3
B209475DD26BA6FB4492,椰风海韵海景花苑,桂林洋开发区振洋路16号,110.493391,20.019565,0898,一般地点标志,1,0
B2094457D16FA4FB4099,广东韶关曲江区江畔花园,海南省 海口市 广东省韶关市曲江区江畔花园,110.51822,19.97797,0898,一般地点标志,0,0
B2094457D16BA1F5419E,中国南方航空国际人才培养基地,海南省 海口市 海南省海口市美兰区中国南方航空,110.48073,19.94087,0898,公司,1,1
B2094457D16BA4F8499E,海口市美兰机场南航大厦,海南省 海口市 海口市美兰机场南航生活基地,110.48109,19.93963,0898,一般地点标志,3,2
B2094454D168A6FE4299,海口桂林洋一哥陈焕康家,海南省 海口市 海口桂林洋一哥陈焕康家,110.47758,19.98453,0898,一般地点标志,1,0
B2094457D36FA6FB449E,环岛骑行第4日s201某段我休息的路口,海南省 海口市 海口美兰区过了牛罗山，能看到飞机起降的路边大树脚下,110.52931,19.93968,0898,一般地点标志,0,0
B2094457D66CA7FB439E,琼台师范高等专科学校桂林洋校区,海南省 海口市 海南省海口市美兰区,110.51494,19.97633,0898,一般地点标志,2,1
B2094457D66CABFD439A,海南经济学院机动车训练基地,海南省 海口市 海南经济学院机动车训练基地,110.48622,19.96121,0898,一般地点标志,1,0
B2094450D365A0F94292,蔡正聪化工楼,海南省 海口市 海南省海口市美兰区海南师范大学桂林洋校区,110.51258,19.98347,0898,校园生活,1,1
B209475DD065A7FC459F,海口美兰国际机场国际航站楼,海南省 海口市 海口市美兰区琼文大道,110.472801,19.937648,0898,未知分类,7,6
B209475CDA65A1FD419A,玖伍咖啡音乐吧,美兰区桂林洋开发区海口经济学院新校区北苑小街北108号,110.497337,19.964231,0898,生活娱乐,11,11
B209475DD365A0F84092,LOUIS QUATORZE美兰机场免税店,海南省海口市美兰区美兰国际机场免税中心,110.457916,19.939787,0898,商场,0,1
B209475DD768A1F94699,青春东岸小区,海口桂林洋开发区灵桂大道(海口大学城),110.481262,19.978753,0898,住宅区,0,0
B2094750D56BA0FC4492,新海岸1号小区,海口市东海岸桂林洋海滨旅游度假区东部,110.512848,20.028194,0898,住宅区,0,0
B2094750D56BA7F84498,椰风海韵花苑小区,美兰区桂林洋开发区19号,110.494308,20.027226,0898,住宅区,0,0
B2094750D46BAAFD4798,海南师范大学公共楼,海南省 海口市 海南师范大学公共楼,110.511442,19.980558,0898,高等院校,28,17
B2094750D56DA4FF489C,海南皇家师范大学,海南省海口市美兰区桂林洋大学城,110.516296,19.983953,0898,校园生活,587,286
B2094757DA6DABF9429D,中国移动(大学城综合营业厅),中国海南省海口市区,110.515974,19.978832,0898,电讯营业厅,27,5
